,timestamp,course,motivated_required,motivated_staycurrenttech,motivated_advancecareer,motivated_changecareer,motivated_developprofession,motivated_jobdisplacement,motivated_relocation,motivated_itcert,motivated_financial,motivated_enrichment,motivated_curiosity,participated_openhouse,participated_instantdecision,participated_oncampusinfo,participated_virtualinfo,participated_womenwhodare,participated_collegefair,experienced_compclass,experienced_compclub,experienced_compcompetition,experienced_compcampschool,experienced_compcampsummer,experienced_compclassap,experienced_compclassdual,experienced_familyfriendinfluence,experienced_familyfriendinfield,experienced_hsstaff,experienced_employerinfluence,heard_ccmwebsite,heard_billboard,heard_television,heard_radio,heard_socialmedia,heard_event,heard_familyfriend,heard_employer,heard_ccmstudent,heard_ccmalumni,heard_highschool,decision_cost,decision_convenience,decision_programs,decision_online,decision_referral,decision_faculty,decision_reputation,decision_scholarships,decision_transfer,decision_classsize,decision_opportunities,program,informed_hscounselor,informed_ccmwebsite,informed_ccmadmissions,informed_ccmcounselor,informed_employer,informed_other,gender,ethnicity,age
234,2021/10/06 5:46:09 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,Fire Science Technology,No,No,No,Yes,No,No,Man,White/Caucasian,19-20
235,2021/10/06 5:47:17 PM EST,CMP 126 Computer Technology and Applications,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,Broadcasting Arts and Technology,No,No,No,No,No,No,Man,White/Caucasian,18 and younger
236,2021/10/06 5:48:10 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Some Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Theatre Technology,No,No,Don't recall,Don't recall,No,No,Man,White/Caucasian,19-20
237,2021/10/06 5:49:15 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Human Services,No,No,Yes,Yes,No,No,Woman,Hispanic or Latino,19-20
238,2021/10/06 5:51:09 PM EST,CMP 126 Computer Technology and Applications,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Communication,No,No,No,No,No,No,Man,White/Caucasian,21-24
239,2021/10/06 8:11:43 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,Yes,No,Yes,No,No,No,Yes,High Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Communication,No,No,Don't recall,Don't recall,No,No,Woman,White/Caucasian,18 and younger
240,2021/10/06 8:29:56 PM EST,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,Liberal Arts,No,Yes,Yes,No,No,No,Woman,White/Caucasian,19-20
241,2021/10/06 8:36:24 PM EST,CMP 126 Computer Technology and Applications,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,No,No Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,No,No,No,Yes,No,No,Man,White/Caucasian,25-34
242,2021/10/06 9:11:18 PM EST,CMP 101 Computer Information Literacy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Nursing,No,No,No,Yes,No,No,Woman,Choose not to reply,25-34
243,2021/10/06 9:23:09 PM EST,CMP 101 Computer Information Literacy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Nursing,Yes,No,No,Yes,No,No,Woman,Choose not to reply,25-34
244,2021/10/06 9:47:37 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Liberal Arts,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Man,Black/African American,19-20
245,2021/10/07 6:59:31 AM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Liberal Arts,No,Yes,Don't recall,Don't recall,No,No,Man,Hispanic or Latino,19-20
246,2021/10/07 8:47:35 AM EST,CMP 101 Computer Information Literacy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Nursing,No,Yes,Yes,Yes,No,No,Woman,Choose not to reply,25-34
247,2021/10/07 8:57:25 AM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,No,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Not in a degree program,Yes,No,No,No,No,No,Man,White/Caucasian,21-24
248,2021/10/07 9:24:35 AM EST,CMP 101 Computer Information Literacy,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Radiography,Don't recall,Don't recall,No,No,No,No,Man,Hispanic or Latino,18 and younger
249,2021/10/07 9:35:53 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Music Technology,No,No,No,Yes,No,No,Man,Hispanic or Latino,19-20
250,2021/10/07 10:30:02 AM EST,CMP 101 Computer Information Literacy,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Nursing,No,Don't recall,Don't recall,Yes,No,No,Woman,Hispanic or Latino,18 and younger
251,2021/10/07 12:36:08 PM EST,CMP 126 Computer Technology and Applications,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Criminal Justice,No,No,No,No,No,No,Man,Hispanic or Latino,18 and younger
252,2021/10/07 1:35:18 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Child and Family Studies,No,No,No,No,No,No,Woman,White/Caucasian,19-20
253,2021/10/07 9:08:11 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,Public Administration,No,Don't recall,Yes,Yes,No,No,Man,White/Caucasian,18 and younger
254,2021/10/07 11:43:54 PM EST,CMP 135 Computer Concepts with Applications,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,No,Yes,No,No,No,Woman,White/Caucasian,25-34
255,2021/10/08 6:48:58 AM EST,CMP 126 Computer Technology and Applications,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,Yes,Woman,Hispanic or Latino;White/Caucasian,19-20
256,2021/10/08 6:53:13 AM EST,CMP 126 Computer Technology and Applications,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,Yes,Woman,Hispanic or Latino;White/Caucasian,19-20
257,2021/10/08 7:47:20 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Radiography,No,No,No,No,No,No,Man,Hispanic or Latino,35-64
258,2021/10/08 12:39:13 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Not Sure,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Liberal Arts,No,Don't recall,No,No,No,Yes,Woman,Choose not to reply,19-20
259,2021/10/08 6:09:22 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Child and Family Studies,No,No,Yes,Yes,No,No,Woman,White/Caucasian,21-24
260,2021/10/08 11:36:12 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,Yes,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Exercise Science,No,No,No,Yes,No,No,Man,White/Caucasian,18 and younger
261,2021/10/09 10:30:53 AM EST,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,Yes,No,Yes,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Child and Family Studies,No,No,Yes,No,No,No,Woman,White/Caucasian,25-34
262,2021/10/09 10:59:46 AM EST,CMP 101 Computer Information Literacy,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,Yes,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Liberal Arts,No,No,No,Don't recall,No,No,Man,Choose not to reply,19-20
263,2021/10/09 3:56:46 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Liberal Arts,No,No,No,No,No,No,Woman,White/Caucasian,19-20
264,2021/10/09 5:40:17 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,High Impact,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,Public Health,Yes,Yes,No,No,Yes,No,Prefer not to say,Hispanic or Latino,21-24
265,2021/10/09 6:49:32 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Liberal Arts,No,Yes,No,Yes,No,No,Woman,Hispanic or Latino,19-20
266,2021/10/09 6:59:00 PM EST,CMP 101 Computer Information Literacy,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Nursing,No,No,No,Yes,No,No,Woman,Black/African American,35-64
267,2021/10/09 9:45:03 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not Sure,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Some Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Exercise Science,No,No,Don't recall,Yes,No,No,Woman,White/Caucasian,21-24
268,2021/10/11 9:36:08 AM EST,CMP 101 Computer Information Literacy,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,No,No,No,No,Yes,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Liberal Arts,No,No,Yes,Yes,No,No,Woman,White/Caucasian,19-20
269,2021/10/11 11:43:31 AM EST,CMP 135 Computer Concepts with Applications,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,High Impact,Nursing,No,No,Yes,Yes,No,No,Woman,White/Caucasian,19-20
270,2021/10/11 12:00:31 PM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Electronic Music,No,No,No,Don't recall,No,No,Man,Black/African American,25-34
271,2021/10/11 5:18:47 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Radiography,No,No,No,No,No,No,Woman,Hispanic or Latino,21-24
272,2021/10/11 5:20:36 PM EST,CMP 135 Computer Concepts with Applications,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,Environmental Science,Yes,No,No,No,No,No,Woman,Hispanic or Latino,19-20
273,2021/10/11 8:00:52 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,No,Man,Hispanic or Latino,19-20
274,2021/10/12 7:46:49 AM EST,CMP 101 Computer Information Literacy,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Nursing,No,No,Yes,Yes,No,No,Woman,White/Caucasian,19-20
275,2021/10/12 8:48:03 AM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Communication,No,Yes,No,No,No,No,Woman,American Indian/Native American/Alaska Native;White/Caucasian,35-64
276,2021/10/12 10:06:41 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Radiography,No,No,Yes,Yes,No,No,Man,White/Caucasian,21-24
277,2021/10/12 12:25:23 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Some Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,Radiography,No,Yes,No,No,No,No,Woman,White/Caucasian,35-64
278,2021/10/12 8:29:11 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Exercise Science,No,No,No,No,No,No,Man,White/Caucasian,65+
279,2021/10/12 8:58:17 PM EST,CMP 101 Computer Information Literacy,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Teaching Mathematics,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Woman,Hispanic or Latino,19-20
280,2021/10/12 10:33:00 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Radiography,No,Yes,Don't recall,Don't recall,No,No,Woman,White/Caucasian,18 and younger
281,2021/10/13 4:27:36 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,Yes,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,Criminal Justice,No,No,No,No,No,No,Man,Hispanic or Latino,19-20
282,2021/10/13 4:34:51 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,Yes,No,No,No,No,Woman,Black/African American,18 and younger
283,2021/10/13 4:43:13 PM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Exercise Science,Yes,No,No,No,No,No,Woman,White/Caucasian,19-20
284,2021/10/13 6:38:03 PM EST,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Not Sure,Not Sure,No,No,Yes,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,Liberal Arts,Yes,Yes,Yes,Yes,No,No,Woman,White/Caucasian,19-20
